Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
7.2,17,76.7,69.02647468801274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.9,0.9,754,60,214,75.4,48.69907596659304,75.4,0.0144874095916748,10,2371.6
16.4,6,121.3,97.8991716285703,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,748,60,150,74.8,32.099844236382204,74.8,0.0109876871109008,10,1030.3999999999996
14.0,17,83.1,84.91989479928651,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,846,60,230,84.6,54.29998976877334,84.6,0.0132571220397949,10,2948.488888888889
21.2,6,80.9,50.35070070514683,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,778,60,150,77.8,31.07625031005725,77.8,0.0223681926727294,10,965.7333333333332
25.2,6,104.0,19.793471931078027,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.5,0.2,0.0,0.0,0.2,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,924,66,156,92.4,29.37194428551013,92.4,0.0505218982696533,10,862.7111111111111
20.0,6,106.4,47.206307223932335,0.0,0.0,0.0,0.4,0.6,0.0,0.0,6,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.2,0.1,0.0,0.8,0.8,983,60,230,98.3,57.84855707410129,98.3,0.0216233015060424,10,3346.455555555555
20.0,6,138.2,34.31013327138216,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1321,66,230,132.1,71.51759690220769,132.1,0.0294085979461669,10,5114.766666666666
16.4,6,136.1,33.69067709818506,0.0,0.2,0.1,0.2,0.4,0.0,0.0,4,2,0,1,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1034,60,214,103.4,54.85982136317981,103.4,0.0303024053573608,10,3009.6000000000004
15.6,6,91.5,27.666712180848293,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.1,0.0,0.0,0.9,0.9,918,60,156,91.8,32.960582519124266,91.8,0.0407845020294189,10,1086.4
27.6,6,113.3,42.52624492287227,0.0,0.2,0.0,0.3,0.7,0.0,0.0,7,2,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,840,60,156,84.0,32.193857247065694,84.0,0.0248268842697143,10,1036.4444444444443
32.0,6,154.6,124.15427877926768,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6785,66,2922,678.5,1002.7129034108748,678.5,0.0092302083969116,10,1005433.1666666666
26.4,6,130.8,224.55731578693764,0.0,0.0,0.0,0.4,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,822,60,117,82.2,22.14497685706625,82.2,0.0044533014297485,10,490.3999999999999
29.6,6,130.7,167.6648544931244,0.1,0.1,0.0,0.5,0.8,0.0,0.0,8,1,1,0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,1458,60,573,145.8,156.01766281774354,145.8,0.0105934858322143,10,24341.511111111115
22.8,6,105.4,68.60545074472574,0.1,0.1,0.1,0.2,0.7,0.0,0.0,7,1,1,1,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,966,60,214,96.6,54.59385394793895,96.6,0.0150824069976806,10,2980.488888888889
33.2,6,69.9,274.6041639387194,0.0,0.0,0.0,0.8,1.0,0.0,0.0,10,0,0,0,0.0,0.1,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1164,66,156,116.4,30.634766016552,116.4,0.0040503978729248,10,938.488888888889
25.6,6,68.9,118.18802763719977,0.0,0.0,0.0,0.3,0.7,0.0,0.0,7,0,0,0,0.0,0.1,0.0,0.0,0.0,0.3,0.0,0.7,0.1,0.0,0.1,0.1,0.0,0.9,0.9,819,60,118,81.9,19.958011479659547,81.9,0.0098808050155639,10,398.3222222222222
25.2,6,76.7,69.08605152582797,0.0,0.0,0.0,0.6,0.7,0.0,0.0,7,0,0,0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.7,0.2,0.0,0.1,0.0,0.0,0.9,0.9,1332,60,230,133.2,48.90080662820286,133.2,0.0144748926162719,10,2391.288888888889
35.6,6,63.5,1276.8048706240488,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,800,66,118,80.0,20.763215336529917,80.0,0.0007832050323486,10,431.1111111111111
18.8,17,95.9,74.70884542766557,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3,0,0,0,0.0,0.0,0.4,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,926,60,230,92.6,49.5562531091912,92.6,0.0133855104446411,10,2455.822222222222
7.2,17,88.9,31.556786436831946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.0,0.0,0.9,0.9,930,60,230,93.0,68.09960025988079,93.0,0.03174569606781,10,4637.555555555556
30.8,6,82.6,73.01298610869338,0.0,0.0,0.0,0.8,1.0,0.0,0.0,10,0,0,0,0.0,0.2,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1247,66,156,124.7,34.19567873934431,124.7,0.0184942007064819,10,1169.3444444444442
32.0,6,60.7,61.33843816220311,0.0,0.0,0.0,0.7,1.0,0.0,0.0,10,0,0,0,0.0,0.4,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1149,66,156,114.9,34.71935099239808,114.9,0.0164320945739746,10,1205.4333333333334
34.4,6,64.0,158.6900131664573,0.0,0.0,0.0,0.8,1.0,0.0,0.0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1228,78,150,122.8,28.01904114466922,122.8,0.0065150022506713,10,785.0666666666667
35.6,6,63.5,148.17249504537762,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,786,66,156,78.6,27.77768888874667,78.6,0.0072799921035766,10,771.6000000000001
21.2,6,157.3,31.52367674414235,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1334,60,230,133.4,68.41734672824819,133.4,0.0329869031906127,10,4680.933333333333
13.2,17,71.9,39.14247425220336,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.3,0.6,0.0,0.1,0.0,0.0,0.9,0.9,1092,60,230,109.2,58.82705348920871,109.2,0.0263070106506347,10,3460.6222222222223
22.4,6,97.8,46.59095352350485,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1012,60,214,101.2,50.05064102153605,101.2,0.0219326972961425,10,2505.066666666667
13.2,17,78.1,41.27610076385759,0.0,0.0,0.0,0.2,0.3,0.0,0.0,3,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.6,0.0,0.0,0.1,0.0,1.0,1.0,1153,60,230,115.3,56.94451490510546,115.3,0.0242272853851318,10,3242.677777777778
25.2,6,133.3,16.501729526591273,0.0,0.2,0.1,0.4,0.8,0.0,0.0,8,2,0,1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1089,60,230,108.9,54.302547515440445,108.9,0.0623345136642456,10,2948.766666666667
14.8,6,95.3,39.83221161014366,0.0,0.1,0.0,0.1,0.3,0.0,0.0,3,1,0,0,0.1,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.2,0.1,0.0,0.8,0.8,962,60,214,96.2,50.65087473194428,96.2,0.0296175956726074,10,2565.511111111111
24.0,6,94.9,44.65921335633212,0.0,0.0,0.0,0.4,0.7,0.0,0.0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.7,0.2,0.1,0.0,0.1,0.0,1.0,1.0,1494,66,348,149.4,89.34850617416923,149.4,0.023431396484375,10,7983.155555555557
12.0,17,99.7,37.85900033848584,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.3,0.1,0.0,0.0,0.9,0.9,1963,60,348,196.3,118.60021547666392,196.3,0.0269550085067749,10,14066.011111111113
16.8,6,62.8,90.55431893795298,0.1,0.1,0.0,0.3,0.3,0.0,0.0,3,1,1,0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.8,0.8,1240,60,217,124.0,62.3377895020348,124.0,0.0123251914978027,10,3886.0
32.8,6,80.8,196.75033657161356,0.1,0.1,0.0,0.4,0.9,0.0,0.0,9,1,1,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2404,66,790,240.4,295.49062778895563,240.4,0.0052664995193481,10,87314.71111111112
22.8,6,78.5,239.2752664126144,0.0,0.2,0.1,0.2,0.7,0.0,0.0,7,2,0,1,0.0,0.1,0.0,0.0,0.0,0.4,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.7,0.7,788,60,150,78.8,30.538864127898115,78.8,0.0071259021759033,10,932.6222222222224
12.8,17,63.5,53.82453753905974,0.1,0.0,0.0,0.2,0.3,0.0,0.0,3,0,1,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.4,0.2,0.1,0.0,0.8,0.8,1887,60,348,188.7,137.67760247121618,188.7,0.0222126960754394,10,18955.122222222228
16.4,6,109.3,48.55614403713801,0.1,0.1,0.0,0.0,0.3,0.0,0.0,3,1,1,0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.8,0.8,888,60,214,88.8,46.06468881427026,88.8,0.0226461172103881,10,2121.955555555556
15.2,17,74.2,151.5907563085953,0.0,0.0,0.0,0.0,0.3,0.0,0.0,3,0,0,0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1149,60,276,114.9,68.35276146579595,114.9,0.0092388868331909,10,4672.099999999999
32.8,6,64.0,945.898696495422,0.0,0.1,0.0,0.8,0.9,0.0,0.0,9,1,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1212,66,150,121.2,30.97238913756717,121.2,0.0011151075363159,10,959.2888888888888
21.6,6,85.5,74.1554074362193,0.0,0.1,0.0,0.0,0.6,0.0,0.0,6,1,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.2,0.0,0.2,0.0,0.0,0.8,0.8,798,60,214,79.8,47.34225268075959,79.8,0.0139371871948242,10,2241.2888888888883
28.0,6,112.4,48.19720582185563,0.0,0.1,0.0,0.5,0.8,0.0,0.0,8,1,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,4793,60,3492,479.3,1070.2372582230955,479.3,0.0209784030914306,10,1145407.788888889
28.4,6,127.3,82.97649169800646,0.0,0.1,0.0,0.2,0.9,0.0,0.0,9,1,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,4091,60,2962,409.1,906.5331335490292,409.1,0.0121142148971557,10,821802.3222222222
26.4,6,110.5,324.70690242467407,0.1,0.0,0.0,0.2,0.8,0.0,0.0,8,0,1,0,0.0,0.5,0.0,0.0,0.0,0.1,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,3374,60,2587,337.4,791.8615479432696,337.4,0.0031088829040527,10,627044.711111111
32.0,6,97.8,72.71879941191156,0.1,0.0,0.0,0.5,1.0,0.0,0.0,10,0,1,0,0.0,0.5,0.0,0.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3213,66,1514,321.3,452.1241348715343,321.3,0.0138998985290527,10,204416.2333333333
20.0,6,132.8,88.39157538028383,0.1,0.0,0.0,0.3,0.6,0.0,0.0,6,0,1,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.1,0.2,0.0,0.9,0.9,1453,60,427,145.3,119.91575746701884,145.3,0.0113569021224975,10,14379.788888888888
26.4,6,141.7,224.98734068574865,0.3,0.0,0.0,0.1,0.8,0.0,0.0,8,0,3,0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,2226,60,1597,222.6,483.0967696941152,222.6,0.0045308113098144,10,233382.4888888889
16.0,17,111.5,102.34477979410524,0.0,0.1,0.0,0.0,0.2,0.0,0.0,2,1,0,0,0.0,0.2,0.3,0.0,0.0,0.1,0.0,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.0,1117,60,230,111.7,68.5225834630047,111.7,0.012434697151184,10,4695.344444444444
32.0,6,64.0,914.4890439332823,0.2,0.0,0.0,0.5,1.0,0.0,0.0,10,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1016,66,150,101.6,39.3028130177868,101.6,0.0010936021804809,10,1544.7111111111114
26.4,6,76.7,429.31318962517145,0.2,0.0,0.0,0.2,0.8,0.0,0.0,8,0,2,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,970,60,214,97.0,54.20332093147061,97.0,0.0024307012557983,10,2938.0
30.4,6,150.0,76.77010539108916,0.0,0.1,0.0,0.4,1.0,0.0,0.0,10,1,0,0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6633,60,2962,663.3,1127.9196238109246,663.3,0.0141880989074707,10,1272202.6777777777
24.0,6,93.7,84.21553115788966,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,1055,60,230,105.5,61.5453762140856,105.5,0.0131237983703613,10,3787.8333333333335
30.8,6,168.1,55.67773503354493,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2917,60,1514,291.7,458.664014042717,291.7,0.0190552949905395,10,210372.67777777772
26.4,6,86.1,30.90751261928448,0.0,0.1,0.0,0.2,0.7,0.0,0.0,7,1,0,0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,1.0,1.0,867,66,156,86.7,29.72484931276636,86.7,0.0325779914855957,10,883.5666666666665
24.4,6,138.3,39.965925657712944,0.0,0.1,0.1,0.2,0.8,0.0,0.0,8,1,0,1,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,912,60,230,91.2,53.96665637224526,91.2,0.0265688180923461,10,2912.4
9.6,17,88.2,34.301883768059525,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.2,0.0,0.0,0.8,0.8,2048,60,330,204.8,122.76517783512102,204.8,0.0325906991958618,10,15071.28888888889
14.0,6,109.6,77.40353402537485,0.0,0.1,0.1,0.0,0.4,0.0,0.0,4,1,0,1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.8,0.8,1186,60,330,118.6,111.51900685035214,118.6,0.01352059841156,10,12436.488888888887
8.8,1,113.4,31.58301989796879,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.0,0.2,0.3,0.0,0.8,0.8,1266,60,230,126.6,70.09232007383785,126.6,0.0317900896072387,10,4912.933333333333
24.8,6,113.0,60.77221777885964,0.1,0.1,0.0,0.2,0.6,0.0,0.0,6,1,1,0,0.1,0.1,0.0,0.0,0.0,0.5,0.0,0.7,0.2,0.0,0.0,0.1,0.0,1.0,1.0,1000,60,230,100.0,54.30776494511014,100.0,0.0253463983535766,10,2949.333333333333
30.8,6,64.0,427.0750432746156,0.2,0.0,0.0,0.4,1.0,0.0,0.0,10,0,2,0,0.0,0.1,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,958,60,150,95.8,40.86237062791797,95.8,0.002341604232788,10,1669.7333333333331
26.0,6,84.8,25.98934848545873,0.1,0.2,0.0,0.2,0.7,0.0,0.0,7,2,1,0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.8,0.0,0.0,0.0,0.2,0.0,1.0,1.0,794,60,118,79.4,21.726583819009477,79.4,0.0385875940322876,10,472.0444444444443
25.2,6,101.7,42.122820196599086,0.0,0.0,0.1,0.3,0.8,0.0,0.0,8,0,0,1,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.8,0.1,0.0,0.0,0.1,0.0,1.0,1.0,1076,60,230,107.6,56.28340983115915,107.6,0.0252938985824584,10,3167.8222222222225
16.8,6,92.6,35.635638833403995,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.2,0.2,0.0,0.8,0.8,1107,60,230,110.7,60.87884142568198,110.7,0.0300552129745483,10,3706.233333333333
13.6,6,80.9,58.060204372610414,0.0,0.0,0.0,0.3,0.4,0.0,0.0,4,0,0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.3,0.2,0.0,0.7,0.7,1374,60,481,137.4,131.86794741541843,137.4,0.0176081895828247,10,17389.155555555557
32.0,6,80.9,262.75655121000835,0.1,0.0,0.0,0.3,1.0,0.0,0.0,10,0,1,0,0.0,0.2,0.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,880,66,150,88.0,36.478304054145205,88.0,0.0039831161499023,10,1330.6666666666667
32.0,6,64.0,762.3789443071107,0.2,0.0,0.0,0.3,1.0,0.0,0.0,10,0,2,0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,880,66,150,88.0,36.478304054145205,88.0,0.001547884941101,10,1330.6666666666667
22.0,6,119.1,22.802305725551683,0.1,0.0,0.0,0.2,0.7,0.0,0.0,7,0,1,0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.7,0.1,0.0,0.0,0.2,0.0,1.0,1.0,981,66,214,98.1,49.56353946647116,98.1,0.0438769102096557,10,2456.5444444444443
13.2,6,110.0,21.40969073049021,0.0,0.1,0.0,0.2,0.4,0.0,0.0,4,1,0,0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.3,0.0,0.8,0.8,874,60,175,87.4,34.811237010801875,87.4,0.0483236074447631,10,1211.8222222222223
11.6,6,117.4,18.529564308478538,0.0,0.0,0.0,0.3,0.4,0.0,0.0,4,0,0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.3,0.0,0.0,0.7,0.7,1174,60,230,117.4,76.44925695445895,117.4,0.055265998840332,10,5844.488888888889
14.4,6,81.1,49.51187006496043,0.0,0.0,0.0,0.2,0.4,0.0,0.0,4,0,0,0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.2,0.0,0.8,0.8,1316,60,385,131.6,107.44941962513236,131.6,0.0206510782241821,10,11545.377777777778
7.6,17,127.7,41.69636430874944,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1,0,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.7,0.0,0.1,0.1,0.0,0.9,0.9,1013,60,214,101.3,61.52154094299004,101.3,0.025622820854187,10,3784.9
10.4,17,72.4,42.34057566491792,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.1,0.0,0.0,0.9,0.9,823,60,230,82.3,52.43419155898606,82.3,0.0240514993667602,10,2749.3444444444444
22.8,6,122.9,34.50843848703724,0.0,0.1,0.1,0.3,0.7,0.0,0.0,7,1,0,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,0.1,0.0,0.9,0.9,811,60,127,81.1,23.081738813760687,81.1,0.0303534030914306,10,532.7666666666667
