Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
30.0,6,67.3,138.45603332739145,0.0,0.3,0.0,0.2,0.6,0.1,0.1,6,3,0,0,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,968,66,188,96.8,42.281595681021,96.8,0.0072226047515869,10,1787.7333333333331
30.4,6,97.3,156.59503292961574,0.0,0.1,0.0,0.3,0.9,0.0,0.0,9,1,0,0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1325,66,359,132.5,102.35586071262468,132.5,0.0070756912231445,10,10476.722222222224
28.4,6,87.7,577.4017428174171,0.1,0.1,0.0,0.3,0.9,0.1,0.0,9,1,1,0,0.3,0.3,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1635,60,571,163.5,184.3693454876801,163.5,0.0060816049575805,10,33992.055555555555
30.4,6,97.2,122.2957511575559,0.1,0.1,0.0,0.2,0.8,0.0,0.0,8,1,1,0,0.2,0.7,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,2941,66,2245,294.1,686.0454228564041,294.1,0.0081867933273315,10,470658.3222222223
19.2,6,84.3,471.54032085801975,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8,0,0,0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,8136,60,4374,813.6,1544.4964083983998,813.6,0.0042571067810058,10,2385469.1555555565
29.2,6,98.1,90.34814039350506,0.0,0.1,0.0,0.5,0.9,0.0,0.0,9,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1651,66,317,165.1,96.310204836017,165.1,0.0110988855361938,10,9275.655555555555
30.8,6,64.1,217.5852588112012,0.2,0.0,0.0,0.3,1.0,0.0,0.0,10,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5002,66,1514,500.2,688.7735960870355,500.2,0.0045961141586303,10,474409.06666666665
16.0,6,101.6,283.0603939882708,0.0,0.0,0.0,0.3,0.5,0.0,0.0,5,0,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.8,0.8,1902,60,648,190.2,182.47727407969344,190.2,0.0051748037338256,10,33297.95555555556
29.6,6,60.9,183.64415722023008,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,6666,60,1514,666.6,730.6502735387309,666.6,0.0065551996231079,10,533849.8222222222
18.8,6,89.6,247.2123726895511,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,21004,60,4434,2100.4,1968.0846413596028,2100.4,0.0042436838150024,10,3873357.155555556
20.0,6,64.0,582542.2222222222,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,1.811981201171875e-06,10,0.0
27.2,6,154.4,208.08691985215688,0.0,0.0,0.0,0.5,0.9,0.0,0.0,9,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1663,60,300,166.3,100.08668465107856,166.3,0.0048056840896606,10,10017.344444444445
20.0,6,105.4,172.9652692437751,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,12526,60,4434,1252.6,1634.3683931245257,1252.6,0.0066522121429443,10,2671160.0444444446
18.8,6,123.6,199.69167630773333,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,29900,214,4434,2990.0,1339.213699651155,2990.0,0.0050080060958862,10,1793493.3333333333
21.2,6,64.0,252.85779739082207,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,696,60,156,69.6,30.35786553761644,69.6,0.003986382484436,10,921.6
17.2,6,64.3,87.39280363881093,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,12268,60,4434,1226.8,1918.939568268544,1226.8,0.0114427089691162,10,3682329.066666666
20.0,6,109.0,3243.6037429433145,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39960,2974,4434,3996.0,705.247001647886,3996.0,0.0003288030624389,10,497373.3333333333
20.4,6,106.0,87.95302801543365,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,19550,60,4434,1955.0,1542.563306822626,1955.0,0.0113923072814941,10,2379501.5555555555
22.0,6,44.4,92.03201797500353,0.0,0.1,0.0,0.2,0.6,0.0,0.0,6,1,0,0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.7,0.7,11002,60,5858,1100.2,2153.6727183529483,1100.2,0.0114499807357788,10,4638306.177777778
24.8,6,63.6,171.0334253546627,0.2,0.1,0.0,0.2,1.0,0.0,0.0,10,1,2,0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5995,60,4410,599.5,1360.6042162706,599.5,0.0064045190811157,10,1851243.8333333333
27.2,6,148.0,283.6308062672861,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,726,60,156,72.6,29.455050500720585,72.6,0.0064117908477783,10,867.6
20.0,6,64.0,524288.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,1.9073486328125e-06,10,0.0
20.0,6,64.0,114912.43835616438,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,600,60,60,60.0,0.0,60.0,8.797645568847656e-06,10,0.0
26.0,6,63.6,131.29725685629407,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18581,60,10202,1858.1,3462.7270065978664,1858.1,0.0076163053512573,10,11990478.322222222
26.0,6,136.5,162.04547298472,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15767,66,4434,1576.7,1543.858373613907,1576.7,0.0061712980270385,10,2383498.677777778
24.8,6,137.6,230.97277978776717,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,5000,60,4410,500.0,1373.8558876388745,500.0,0.0043725967407226,10,1887480.0
30.4,6,80.8,308.61347382052566,0.0,0.1,0.0,0.3,0.8,0.0,0.0,8,1,0,0,0.1,0.8,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,26348,66,8754,2634.8,2975.359279892841,2634.8,0.0035329818725585,10,8852762.844444446
25.6,6,151.6,195.19376020923403,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,3544,60,2962,354.4,916.2206430040018,354.4,0.0061565160751342,10,839460.2666666664
32.0,6,232.0,7686.098588968298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0001302003860473,10,0.0
25.6,6,84.8,359.5446440817446,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.8,0.8,15218,60,5858,1521.8,1924.374056962708,1521.8,0.0034926891326904,10,3703215.511111111
32.8,6,62.2,456.8510712457384,0.0,0.1,0.0,0.1,1.0,0.0,0.0,10,1,0,0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25291,66,7313,2529.1,2370.14225780273,2529.1,0.0021891117095947,10,5617574.322222222
32.0,6,131.2,200.72666015811944,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21128,66,7306,2112.8,2555.7409362713847,2112.8,0.005049991607666,10,6531811.733333333
32.0,6,181.6,464.9849783266632,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13782,66,8754,1378.2,2927.666716004402,1378.2,0.0043450117111206,10,8571232.4
32.0,6,148.0,466.8741512500278,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,22380,66,7306,2238.0,2576.7348848235565,2238.0,0.0021538972854614,10,6639562.666666667
29.6,6,133.6,887.0826107186667,0.2,0.0,0.0,0.1,0.9,0.0,0.0,9,0,2,0,0.5,0.4,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1055,66,441,105.5,118.05013059430868,105.5,0.0011385917663574,10,13935.833333333334
28.0,6,63.6,436.2432134462172,0.0,0.1,0.0,0.1,0.7,0.0,0.0,7,1,0,0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,30132,66,8754,3013.2,3321.9323961279592,3013.2,0.0025285005569458,10,11035234.844444444
29.6,6,154.4,343.8207736636309,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,18060,66,8754,1806.0,2878.266762403297,1806.0,0.0029108047485351,10,8284419.555555556
32.8,6,198.4,398.6450472370597,0.0,0.1,0.0,0.1,0.9,0.0,0.0,9,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,758,66,156,75.8,28.291341431611198,75.8,0.0025086879730224,10,800.4000000000001
32.0,6,232.0,564.6536799450735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0017711162567138,10,0.0
29.6,6,182.5,354.97418710540126,0.0,0.0,0.0,0.2,0.9,0.0,0.0,9,0,0,0,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1702,66,793,170.2,228.4366189753492,170.2,0.0028645038604736,10,52183.28888888888
32.0,6,198.0,860.8114930733709,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,811,66,217,81.1,47.75039266854253,81.1,0.0011618852615356,10,2280.1000000000004
32.0,6,80.8,12725.436893203883,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,41930,66,8754,4193.0,2856.249483345443,4193.0,0.0004040956497192,10,8158161.111111111
32.8,6,62.6,685.6911180499926,0.0,0.1,0.0,0.3,1.0,0.0,0.0,10,1,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34860,66,10202,3486.0,4077.697035228477,3486.0,0.0021775960922241,10,16627613.111111112
32.0,6,80.8,264.8654929399581,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,25503,66,13098,2550.3,4251.231613701297,2550.3,0.0037966012954711,10,18072970.23333333
32.0,6,64.0,722.3836588474389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29620,66,13098,2962.0,3675.87981909698,2962.0,0.0013846158981323,10,13512092.444444444
32.0,6,64.0,1078.6154400041146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,16588,1514,2962,1658.8,457.8978051923813,1658.8,0.0009371042251586,10,209670.4
32.0,6,214.8,1268.7328715327142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.001220679283142,10,0.0
32.0,6,232.0,467.66019601503007,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0021385192871093,10,0.0
32.0,6,213.9,646.8698334361505,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0015460968017578,10,0.0
32.0,6,162.1,1229.3882815018906,0.2,0.0,0.0,0.1,1.0,0.0,0.0,10,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,667,66,73,66.7,2.213594362117865,66.7,0.000813603401184,10,4.899999999999998
32.0,6,181.6,915.8268920040176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18036,66,8754,1803.6,3037.350424300759,1803.6,0.0014684915542602,10,9225497.6
32.0,6,164.8,1618.1104124069288,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7307,66,5858,730.7,1811.595371182232,730.7,0.0013468027114868,10,3281877.788888889
26.4,6,127.1,408.7139209916002,0.0,0.0,0.0,0.2,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,35106,60,8754,3510.6,3970.798749761955,3510.6,0.0032861948013305,10,15767242.711111108
28.8,6,57.2,516.7371779866697,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,19675,60,5858,1967.5,2252.2403290945663,1967.5,0.001953911781311,10,5072586.5
32.0,6,215.2,629.3312527195523,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0017907857894897,10,0.0
28.8,6,123.4,474.4097453936727,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,32510,60,13098,3251.0,5144.833805759802,3251.0,0.0021302938461303,10,26469314.888888888
28.8,6,192.0,439.0424251305831,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,744,60,156,74.4,28.73325599370876,74.4,0.0022778034210205,10,825.6000000000003
32.0,6,198.0,417.74688007330457,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1316,66,722,131.6,207.44541450704568,131.6,0.0024418115615844,10,43033.6
26.4,6,194.0,280.41852473374206,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.0,0.1,0.0,1.0,1.0,788,60,156,78.8,30.611544663193108,78.8,0.00361750125885,10,937.0666666666664
32.0,6,215.2,366.8658596319362,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,750,66,156,75.0,28.46049894151541,75.0,0.0027686834335327,10,810.0
29.6,6,133.5,120.44395052794503,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,7729,66,1474,772.9,739.0748646487415,772.9,0.0084431171417236,10,546231.6555555556
14.4,0,55.9,139.91693659493413,0.0,0.0,0.0,0.0,0.4,0.0,0.0,4,0,0,0,0.0,0.4,0.1,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.4,0.0,0.0,0.6,0.6,810,60,199,81.0,43.79751388175158,81.0,0.0073387861251831,10,1918.2222222222224
22.4,6,124.6,165.34685236944495,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.5,0.2,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,8128,66,2882,812.8,1169.5574471663297,812.8,0.0060708999633789,10,1367864.6222222222
29.2,6,87.7,122.20132914176833,0.0,0.1,0.0,0.2,0.8,0.0,0.0,8,1,0,0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,5074,60,1562,507.4,688.2139848106029,507.4,0.0096639156341552,10,473638.48888888885
30.4,6,132.9,84.18578138171893,0.0,0.1,0.0,0.5,1.0,0.0,0.0,10,1,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1376,66,479,137.6,128.92995514361016,137.6,0.0128686904907226,10,16622.93333333333
32.8,6,97.4,108.99306954106171,0.0,0.1,0.0,0.3,0.9,0.0,0.0,9,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6301,66,2962,630.1,1134.519423466263,630.1,0.0097563982009887,10,1287134.3222222226
32.0,6,80.5,205.46917940754312,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8561,66,1855,856.1,773.6995469100967,856.1,0.0097784042358398,10,598610.988888889
32.0,6,64.0,346.95497522520657,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19969,551,4410,1996.9,1114.334325455735,1996.9,0.0028999090194702,10,1241740.9888888889
32.0,6,131.4,172.09589732437766,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39846,66,13098,3984.6,5326.152670236431,3984.6,0.005904197692871,10,28367902.266666666
32.0,6,198.4,1229.8569082805536,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3556,66,1514,355.6,610.5304069231752,355.6,0.0013913869857788,10,372747.37777777785
32.0,6,97.2,570.8710801393728,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12244,66,2962,1224.4,915.7956103847628,1224.4,0.0018139123916625,10,838681.6000000002
32.0,6,97.6,3673.73565735307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12244,66,1514,1224.4,610.5304069231752,1224.4,0.0002838850021362,10,372747.37777777785
32.0,6,198.5,5973.941034040735,0.1,0.0,0.0,0.1,1.0,0.0,0.0,10,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5084,66,1594,508.4,712.6643592104833,508.4,0.0001675128936767,10,507890.48888888885
27.2,6,131.2,512.7949824557114,0.1,0.0,0.0,0.1,0.8,0.0,0.0,8,0,1,0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2557,66,1514,255.7,459.6805775028279,255.7,0.001950192451477,10,211306.2333333333
28.0,6,177.0,288.05845912943147,0.0,0.1,0.0,0.1,0.7,0.0,0.0,7,1,0,0,0.1,0.7,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,903,66,191,90.3,45.07290390763243,90.3,0.0038262128829956,10,2031.5666666666664
26.4,6,192.0,305.45571067560974,0.0,0.0,0.0,0.0,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,695,60,107,69.5,13.310396938734272,69.5,0.0034308910369873,10,177.16666666666666
24.0,6,123.8,650.7841737781225,0.0,0.1,0.0,0.1,0.6,0.0,0.0,6,1,0,0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.2,0.0,0.0,0.8,0.8,839,60,203,83.9,44.49332034761572,83.9,0.0015458106994628,10,1979.6555555555556
